P_net,T_in_ref_blk,p_high,PR,dTemp_HTF_PHX,delta,load,T_HTF_in,T_amb_input
1269.62,23312099.48,3.59,86.1,27.92,0.54,1256.39,283.57
1269.62,23312099.48,3.59,86.1,27.92,0.97,1259.87,316.72
1269.62,23312099.48,3.59,86.1,27.92,0.72,1249.75,280.53
1269.62,23312099.48,3.59,86.1,27.92,0.84,1268.63,301.23
1269.62,23312099.48,3.59,86.1,27.92,0.62,1263.36,265.95
1269.62,23312099.48,3.59,86.1,27.92,0.9,1253.34,297.47
1152.55,23471516.04,3.67,63.62,27.28,0.94,1150.93,269.52
1152.55,23471516.04,3.67,63.62,27.28,0.71,1134.72,293.59
1152.55,23471516.04,3.67,63.62,27.28,0.67,1146.96,305.35
1152.55,23471516.04,3.67,63.62,27.28,0.86,1143.71,275.39
1152.55,23471516.04,3.67,63.62,27.28,0.53,1137.02,317.25
1152.55,23471516.04,3.67,63.62,27.28,1.02,1139.67,288.83
1256.72,22649602.39,3.08,58.34,22.56,0.95,1241.17,292.7
1256.72,22649602.39,3.08,58.34,22.56,0.63,1252.31,310.49
1256.72,22649602.39,3.08,58.34,22.56,0.72,1247.04,278.97
1256.72,22649602.39,3.08,58.34,22.56,0.96,1254.09,290.28
1256.72,22649602.39,3.08,58.34,22.56,0.78,1237.63,305.75
1256.72,22649602.39,3.08,58.34,22.56,0.55,1246.11,265.56
1351.13,22437414.61,3.64,116.82,26.25,0.56,1332.32,289.9
1351.13,22437414.61,3.64,116.82,26.25,0.98,1346.36,291.69
1351.13,22437414.61,3.64,116.82,26.25,0.83,1335.18,316.55
1351.13,22437414.61,3.64,116.82,26.25,0.73,1343.69,308.88
1351.13,22437414.61,3.64,116.82,26.25,0.67,1349.88,277.48
1351.13,22437414.61,3.64,116.82,26.25,0.88,1340.3,269.67
1355.26,23079770.11,3.46,77.62,21.7,0.66,1354.66,314.24
1355.26,23079770.11,3.46,77.62,21.7,0.81,1346.72,273.61
1355.26,23079770.11,3.46,77.62,21.7,0.55,1339.99,295.65
1355.26,23079770.11,3.46,77.62,21.7,0.94,1344.21,305.47
1355.26,23079770.11,3.46,77.62,21.7,0.76,1335.43,270.98
1355.26,23079770.11,3.46,77.62,21.7,1.03,1350.39,282.06
1365.61,22375847.07,2.88,78.26,19.69,0.85,1351.77,316.37
1365.61,22375847.07,2.88,78.26,19.69,0.95,1360.55,270.97
1365.61,22375847.07,2.88,78.26,19.69,0.63,1365.4,289.25
1365.61,22375847.07,2.88,78.26,19.69,0.56,1353.82,278.9
1365.61,22375847.07,2.88,78.26,19.69,0.77,1348.24,297.05
1365.61,22375847.07,2.88,78.26,19.69,1.04,1358.76,299.95
1349.42,21384568.83,3.64,69.08,22.69,0.82,1331.06,290.15
1349.42,21384568.83,3.64,69.08,22.69,0.66,1341.18,264.05
1349.42,21384568.83,3.64,69.08,22.69,1.01,1335.46,274.21
1349.42,21384568.83,3.64,69.08,22.69,0.71,1339.12,302.36
1349.42,21384568.83,3.64,69.08,22.69,0.56,1347.67,298.03
1349.42,21384568.83,3.64,69.08,22.69,0.94,1344.19,313.32
1249.29,23430219.4,3.0,65.06,24.47,1.03,1238.57,291.63
1249.29,23430219.4,3.0,65.06,24.47,0.86,1245.82,300.77
1249.29,23430219.4,3.0,65.06,24.47,0.59,1229.31,310.26
1249.29,23430219.4,3.0,65.06,24.47,0.58,1246.06,266.33
1249.29,23430219.4,3.0,65.06,24.47,0.92,1241.94,273.22
1249.29,23430219.4,3.0,65.06,24.47,0.75,1235.24,284.11
1298.46,20443835.13,3.39,102.12,17.46,0.65,1294.25,296.11
1298.46,20443835.13,3.39,102.12,17.46,0.84,1285.74,308.46
1298.46,20443835.13,3.39,102.12,17.46,0.71,1279.52,269.74
1298.46,20443835.13,3.39,102.12,17.46,0.53,1290.0,273.27
1298.46,20443835.13,3.39,102.12,17.46,0.89,1295.38,309.96
1298.46,20443835.13,3.39,102.12,17.46,1.01,1284.29,287.77
1151.46,20915727.13,2.85,74.99,24.91,0.94,1146.64,278.38
1151.46,20915727.13,2.85,74.99,24.91,0.82,1132.98,292.34
1151.46,20915727.13,2.85,74.99,24.91,0.52,1150.12,270.59
1151.46,20915727.13,2.85,74.99,24.91,0.71,1140.87,284.69
1151.46,20915727.13,2.85,74.99,24.91,0.59,1142.82,306.92
1151.46,20915727.13,2.85,74.99,24.91,1.0,1135.61,315.35
1196.71,24307892.5,3.69,60.84,28.54,0.82,1180.54,272.2
1196.71,24307892.5,3.69,60.84,28.54,1.0,1189.57,277.07
1196.71,24307892.5,3.69,60.84,28.54,0.69,1186.28,306.83
1196.71,24307892.5,3.69,60.84,28.54,0.57,1176.73,311.54
1196.71,24307892.5,3.69,60.84,28.54,0.63,1192.01,287.75
1196.71,24307892.5,3.69,60.84,28.54,0.93,1193.84,299.53
1208.1,22315673.94,3.16,73.88,18.47,0.92,1206.59,280.31
1208.1,22315673.94,3.16,73.88,18.47,0.58,1198.66,308.7
1208.1,22315673.94,3.16,73.88,18.47,0.85,1197.77,283.76
1208.1,22315673.94,3.16,73.88,18.47,0.74,1188.38,316.83
1208.1,22315673.94,3.16,73.88,18.47,0.63,1202.36,270.89
1208.1,22315673.94,3.16,73.88,18.47,0.96,1191.82,297.21
1291.02,22803578.84,2.86,110.07,25.92,0.58,1288.76,315.04
1291.02,22803578.84,2.86,110.07,25.92,0.61,1277.7,274.93
1291.02,22803578.84,2.86,110.07,25.92,0.97,1276.67,289.37
1291.02,22803578.84,2.86,110.07,25.92,0.89,1286.22,263.67
1291.02,22803578.84,2.86,110.07,25.92,0.8,1273.97,299.08
1291.02,22803578.84,2.86,110.07,25.92,0.73,1281.69,304.35
1080.37,20162042.16,3.99,148.71,15.68,1.03,1079.24,295.42
1080.37,20162042.16,3.99,148.71,15.68,0.76,1069.73,270.83
1080.37,20162042.16,3.99,148.71,15.68,0.55,1060.49,279.48
1080.37,20162042.16,3.99,148.71,15.68,0.85,1076.43,289.96
1080.37,20162042.16,3.99,148.71,15.68,0.67,1072.35,302.47
1080.37,20162042.16,3.99,148.71,15.68,0.94,1065.45,311.05
1320.51,20024827.04,3.1,101.82,20.26,0.91,1303.24,287.68
1320.51,20024827.04,3.1,101.82,20.26,0.66,1309.66,267.9
1320.51,20024827.04,3.1,101.82,20.26,0.99,1310.88,308.85
1320.51,20024827.04,3.1,101.82,20.26,0.82,1320.01,276.09
1320.51,20024827.04,3.1,101.82,20.26,0.55,1314.7,297.79
1320.51,20024827.04,3.1,101.82,20.26,0.72,1304.21,313.95
1140.12,22045657.25,3.85,130.43,26.82,0.77,1139.53,285.97
1140.12,22045657.25,3.85,130.43,26.82,0.58,1124.88,316.67
1140.12,22045657.25,3.85,130.43,26.82,0.93,1120.86,277.39
1140.12,22045657.25,3.85,130.43,26.82,1.05,1134.69,296.3
1140.12,22045657.25,3.85,130.43,26.82,0.65,1132.09,264.78
1140.12,22045657.25,3.85,130.43,26.82,0.84,1128.93,303.25
1184.19,20586605.45,3.85,105.48,19.39,0.68,1173.36,265.06
1184.19,20586605.45,3.85,105.48,19.39,0.72,1169.67,294.76
1184.19,20586605.45,3.85,105.48,19.39,1.0,1181.86,306.68
1184.19,20586605.45,3.85,105.48,19.39,0.87,1179.2,286.67
1184.19,20586605.45,3.85,105.48,19.39,0.82,1177.26,315.55
1184.19,20586605.45,3.85,105.48,19.39,0.51,1166.14,278.0
1279.45,22684508.67,3.71,127.99,27.02,0.69,1271.58,263.19
1279.45,22684508.67,3.71,127.99,27.02,0.78,1278.64,288.91
1279.45,22684508.67,3.71,127.99,27.02,0.92,1262.27,296.76
1279.45,22684508.67,3.71,127.99,27.02,0.68,1264.57,274.47
1279.45,22684508.67,3.71,127.99,27.02,1.02,1267.18,315.8
1279.45,22684508.67,3.71,127.99,27.02,0.51,1274.17,299.94
1162.91,21648047.83,2.91,62.89,25.63,0.82,1162.71,267.69
1162.91,21648047.83,2.91,62.89,25.63,1.02,1157.43,282.89
1162.91,21648047.83,2.91,62.89,25.63,0.74,1151.94,291.95
1162.91,21648047.83,2.91,62.89,25.63,0.53,1145.72,303.58
1162.91,21648047.83,2.91,62.89,25.63,0.61,1154.52,273.85
1162.91,21648047.83,2.91,62.89,25.63,0.93,1149.13,316.96
1077.11,24236639.68,3.87,90.42,16.39,0.55,1070.69,278.58
1077.11,24236639.68,3.87,90.42,16.39,0.79,1061.29,264.77
1077.11,24236639.68,3.87,90.42,16.39,0.89,1065.79,291.12
1077.11,24236639.68,3.87,90.42,16.39,1.03,1057.17,282.26
1077.11,24236639.68,3.87,90.42,16.39,0.7,1075.73,315.94
1077.11,24236639.68,3.87,90.42,16.39,0.68,1068.8,303.16
1169.21,21092650.49,3.88,70.89,20.95,0.53,1166.75,316.38
1169.21,21092650.49,3.88,70.89,20.95,0.61,1155.85,307.5
1169.21,21092650.49,3.88,70.89,20.95,1.03,1157.96,287.9
