7.447769559917670676e+02,7.847616007274522687e-01,6.934966376022345003e+00
7.458267690877174800e+02,7.032165398651182286e-01,3.485976559425274957e+00
7.438489990233713343e+02,5.166854739497728222e-01,4.392699501038774912e+01
7.223706492794184442e+02,4.702569502809004764e-01,2.364698491968523797e+01
7.100384894394793491e+02,1.301004855310951669e+00,-1.076973092797677722e+01
7.184705395150289178e+02,6.162820656975942502e-01,3.305398923863629079e+01
7.151693521964490401e+02,1.249789265077324574e+00,1.564415538347153500e+01
6.875227864694479649e+02,1.135023607081551145e+00,4.052897592313701125e+01
6.774949807879595483e+02,8.263121292332729073e-01,2.761903971271357960e+01
7.445073634613843296e+02,1.492719717492501097e+00,3.997486034475673478e+01
7.033769386701258099e+02,1.351100835464895011e+00,1.263499127539419931e+01
7.080285652369734635e+02,9.503369245767934181e-01,3.279439947273315425e+01
7.230405187409784276e+02,8.687434253911817672e-01,2.410150544022769026e+01
7.058678613018672650e+02,4.847154631397546654e-01,2.064843517404398909e+01
6.977174606742323704e+02,8.427720736592856365e-01,8.317741666725940064e+00
6.994102408225345471e+02,1.411421254385833102e+00,-1.193975184436996351e+01
7.293023231229810790e+02,9.069818000548837134e-01,-2.168710839469831342e+00
7.405020896448776284e+02,1.060825158535212198e+00,4.314939039448155711e+01
7.355891632813124943e+02,5.674133068403299784e-01,-1.499404991968090073e+01
7.123967241518582796e+02,5.686185149475078138e-01,3.094743318008568167e+01
6.870938642851011764e+02,6.329511645244791929e-01,9.088450851619004567e+00
7.303197752340514626e+02,6.553389681304182535e-01,3.577489240134253379e+01
7.285827205268305988e+02,7.935567452792300358e-01,7.693442813312849182e+00
6.857912878760498643e+02,1.064518180996876229e+00,4.035355062918579705e+01
7.397600523735771958e+02,8.586142929675617541e-01,4.719833039784442974e+01
6.886048683213703043e+02,7.562574513287476652e-01,2.310840400996376331e+01
7.274663739120480841e+02,4.571527989633524247e-01,4.955793546690573237e+01
7.145454968474629140e+02,5.787036807085594869e-01,1.945003404351985665e+01
7.121047784922159281e+02,8.701615216645403050e-01,4.141337738821708570e+01
6.906216100131036910e+02,1.053185568228018454e+00,2.549409600141093790e+01
7.315701180180753909e+02,7.740578210291466643e-01,-1.142914534390542869e+01
6.808844340863621483e+02,8.001972186788998131e-01,3.017442193088240998e+01
7.350001991666285903e+02,5.854122724565669067e-01,1.988750357588659057e+01
7.116179788929283632e+02,4.796879404659821211e-01,1.889819777994464545e+00
6.893217532925202704e+02,7.435056222880926935e-01,1.079915137381740209e+01
7.132234351785706394e+02,1.160903168072546565e+00,-1.626564717016464456e+01
6.825199215221862232e+02,5.478496867365849621e-01,1.680599863093515722e+00
7.147832701293248192e+02,5.888358429880697908e-01,1.701555365527779173e+01
7.288555904196597339e+02,5.263819100294946374e-01,4.937516198464972916e+00
7.142928201660438390e+02,1.025467294330211887e+00,4.383369539933923420e+01
7.190524376936089084e+02,8.372480921212304139e-01,4.515534584773796212e+01
7.391981254341633303e+02,1.420262832151246934e+00,2.138801239837988533e+01
6.843444094295617788e+02,6.772564394611407801e-01,-4.432382103530514428e-01
6.969775556678324619e+02,9.767370187835688888e-01,-8.333779095753289567e+00
7.358548087425954236e+02,1.302894665045478684e+00,3.942365238906462821e+01
7.280381047335586118e+02,1.273535467664197007e+00,-1.405421614011737041e+01
6.878181583163876667e+02,1.200389340857330955e+00,2.710158300611929150e+01
7.000939546248320084e+02,9.388980171904441896e-01,3.851282536700088599e+01
6.979312631194552523e+02,5.510148515180190998e-01,-1.325590725764180533e+01
7.429537357176635624e+02,5.118277901689055609e-01,2.480171680573766224e+01
7.449871971150053014e+02,7.508163026648371208e-01,1.531035650340356113e+01
6.970830258508805173e+02,1.183688318039577636e+00,-1.763070752447709211e+01
7.138108516216657335e+02,6.404917457646662760e-01,4.274796720121059224e+01
7.185701171916475687e+02,9.099871620893686952e-01,1.448539147646191338e+01
7.367564929086834127e+02,1.428002473594681465e+00,1.189022308165820618e+01
7.341764202274475792e+02,5.311222415601511981e-01,-2.535847359404932888e+00
7.425203670280876622e+02,6.500065843367464069e-01,-5.884067160559114384e+00
7.443119083960286844e+02,4.504818584887528288e-01,-7.611220541715786325e+00
6.996643251502719068e+02,9.922987817380195530e-01,-1.294734001765448284e+00
6.940297317888291673e+02,1.176873627249552356e+00,3.239541300059941875e+01
7.202687039839380532e+02,1.194492020254029452e+00,-1.726539701074316469e+01
7.344907738501408403e+02,7.690854255367784997e-01,3.405190248144811704e+01
7.377937564025633037e+02,1.414473689166913850e+00,-6.614649249632643446e+00
7.327571816065658368e+02,1.092064488536987676e+00,7.248162412531783616e+00
7.201594095378515021e+02,5.728288993476978730e-01,1.217768915251378559e+01
6.798277506637521128e+02,1.134006383732063306e+00,7.867063594628053380e+00
6.897776714468589034e+02,5.445623783566282405e-01,3.567504789669050780e+01
7.369900120853469616e+02,6.714140323879218553e-01,1.690655422973436828e+01
7.196971542346285560e+02,6.667769995902174118e-01,4.578277216976935904e+01
6.920008941788466927e+02,1.402043078502823281e+00,3.342275631209619036e+01
7.467559079422094328e+02,1.318407335478449349e+00,4.438096512887904055e+01
7.067976050670077939e+02,1.313934555432111129e+00,2.180548175686079304e+01
6.992217344995526673e+02,1.438791264968487527e+00,1.425676954866477075e+01
7.158626406865520266e+02,9.678849844763077748e-01,4.262403483108696634e+01
6.952323267156222073e+02,4.946804787260992708e-01,-1.922289276106668865e+01
6.989359207467293800e+02,7.016216367939211995e-01,4.685269509790241216e+01
6.818356143759583574e+02,9.592148695410278592e-01,-3.615879670885242092e+00
7.247448730764724587e+02,1.238320800408577949e+00,-1.531732463410727973e+01
7.320137878587370324e+02,1.234999515057010999e+00,-8.747682190892902554e-01
6.815476887648819684e+02,1.475951919455064765e+00,-7.301673249892857598e+00
7.395357593508740592e+02,1.121283721372745346e+00,1.390040157130206921e+01
6.999035446965345955e+02,8.891383593526290818e-01,3.482978320978665465e+01
7.240950179111255238e+02,4.792193913071045586e-01,-4.287211878963384848e+00
7.229083986212824584e+02,1.396918460791579886e+00,-9.757071267996433761e+00
7.470695683932299289e+02,6.443421870050447531e-01,5.639227298016336931e+00
6.791502011900581692e+02,8.194519559179850310e-01,4.117735780818804159e+01
7.054727581985471261e+02,1.206488192116203617e+00,-1.373578835999198589e+01
7.214738138894502981e+02,1.077805836096998204e+00,3.698469983325669119e+01
7.291608415818838012e+02,1.441851166132888329e+00,2.168460743363240084e+01
7.387158550898169551e+02,1.254202284713901605e+00,-1.115569342025515809e+01
7.372724879352167591e+02,9.792843338689332100e-01,-1.888942870252917317e+01
7.026459421685722191e+02,1.224809706734387271e+00,1.245499620787997941e+01
7.456984398861989121e+02,6.115345281599088301e-01,2.450851163325486226e+01
7.305373943933600458e+02,1.358425428863816231e+00,-9.932115308199982451e+00
7.206374918669004046e+02,1.417809174119934790e+00,6.048693172226720094e-01
7.227210835784295568e+02,9.728302434865527815e-01,-1.453598537643645017e+01
6.801987852046713670e+02,1.204512729683102190e+00,2.566321492629311507e+01
6.943479326481829048e+02,9.875595579597522544e-01,3.531698093401955418e+01
6.932275172835830972e+02,7.241238194134260731e-01,1.290748898084810747e+01
7.192786373460047571e+02,7.397662941608705856e-01,2.333150370048515754e+01
6.960110593872911977e+02,1.374627038611800911e+00,-1.240055292570156098e+01
7.219070280779073983e+02,8.090908989998413237e-01,1.849630281290777134e+01
6.916650699144845476e+02,4.653694542389729683e-01,2.811316841157035640e+01
7.426414747677640662e+02,1.080274508801058575e+00,3.493023086229238316e+01
7.314389323747766412e+02,8.773037532812058004e-01,-6.143452795346846074e+00
6.949696201058409315e+02,1.002458729377600388e+00,-8.748194018858471921e+00
7.076763500772057114e+02,8.981701390505527627e-01,4.750289403146251743e+01
6.872029025984948021e+02,1.158503621585412757e+00,3.792641647172753494e+01
6.926171396645103187e+02,9.542983088216006049e-01,3.353013876381556457e+01
7.317872596988225951e+02,1.482896908884909992e+00,-1.801480217486924928e+01
7.245153046919298276e+02,1.074576715389065962e+00,1.142500250468560807e+01
