P_net,T_in_ref_blk,p_high,PR,Pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_gross,eta_Q,UA_HTR,UA_LTR,UA_PHX,UA_cooler,W_turb_des,W_comp_des,W_recomp_des,Q_HX_des,C_PB,eta_cycle_des,
10000000.0,1280.65,21477638.44,3.88,19.81,264.87,0.95,1277.78,265.04,0.47380770138760187,0.9884474903838137,1556062.459649847,442562.8944989858,664621.4439273459,7031.955053169223,21182752.732696243,4874479.944406591,4547683.112323295,24500793.348849062,13071239.092468057,0.48000852496961355,
10000000.0,1280.65,21477638.44,3.88,19.81,264.87,0.85,1271.66,299.74,0.4504124913536906,0.9695370829311585,1556062.459649847,442562.8944989858,664621.4439273459,7031.955053169223,21182752.732696243,4874479.944406591,4547683.112323295,24500793.348849062,13071239.092468057,0.48000852496961355,
10000000.0,1144.76,21683305.48,3.34,29.03,246.7,0.54,1128.25,263.43,0.30842809789694453,0.9317020702322236,1639637.1115475027,598196.9287373623,494717.09909626405,10878.893218941632,22079302.76627163,5353714.606923939,4964998.483381337,27099771.793745987,13393471.227577714,0.4339737531915464,
10000000.0,1144.76,21683305.48,3.34,29.03,246.7,0.88,1143.74,279.76,0.4290167458248442,1.0212305719461923,1639637.1115475027,598196.9287373623,494717.09909626405,10878.893218941632,22079302.76627163,5353714.606923939,4964998.483381337,27099771.793745987,13393471.227577714,0.4339737531915464,
10000000.0,1144.76,21683305.48,3.34,29.03,246.7,1.03,1136.85,302.37,0.42606561597549814,1.000633670829865,1639637.1115475027,598196.9287373623,494717.09909626405,10878.893218941632,22079302.76627163,5353714.606923939,4964998.483381337,27099771.793745987,13393471.227577714,0.4339737531915464,
10000000.0,1144.76,21683305.48,3.34,29.03,246.7,0.84,1125.96,295.53,0.4048154837529279,0.998513828372586,1639637.1115475027,598196.9287373623,494717.09909626405,10878.893218941632,22079302.76627163,5353714.606923939,4964998.483381337,27099771.793745987,13393471.227577714,0.4339737531915464,
10000000.0,1144.76,21683305.48,3.34,29.03,246.7,0.65,1138.75,312.0,0.366920137566432,0.9724223187814658,1639637.1115475027,598196.9287373623,494717.09909626405,10878.893218941632,22079302.76627163,5353714.606923939,4964998.483381337,27099771.793745987,13393471.227577714,0.4339737531915464,
10000000.0,1144.76,21683305.48,3.34,29.03,246.7,0.72,1131.65,282.5,0.3902285430960598,0.9786134804262293,1639637.1115475027,598196.9287373623,494717.09909626405,10878.893218941632,22079302.76627163,5353714.606923939,4964998.483381337,27099771.793745987,13393471.227577714,0.4339737531915464,
10000000.0,1082.93,21510839.89,3.15,17.5,279.99,0.51,1081.78,300.64,0.1763326294377657,0.8829453233021938,1581103.7862002277,735383.422761348,513409.43850628607,14204.021254547542,23317018.617036983,6006860.109117676,5549568.831952952,29727981.2734267,14389619.09585075,0.3956067372283678,
10000000.0,1082.93,21510839.89,3.15,17.5,279.99,0.97,1070.97,265.34,0.3867808410505052,0.9947045269299248,1581103.7862002277,735383.422761348,513409.43850628607,14204.021254547542,23317018.617036983,6006860.109117676,5549568.831952952,29727981.2734267,14389619.09585075,0.3956067372283678,
10000000.0,1082.93,21510839.89,3.15,17.5,279.99,0.64,1073.52,297.27,0.28760644956172216,0.9613210665223472,1581103.7862002277,735383.422761348,513409.43850628607,14204.021254547542,23317018.617036983,6006860.109117676,5549568.831952952,29727981.2734267,14389619.09585075,0.3956067372283678,
10000000.0,1082.93,21510839.89,3.15,17.5,279.99,0.82,1078.17,277.98,0.3696427414353302,1.0045360771095786,1581103.7862002277,735383.422761348,513409.43850628607,14204.021254547542,23317018.617036983,6006860.109117676,5549568.831952952,29727981.2734267,14389619.09585075,0.3956067372283678,
10000000.0,1082.93,21510839.89,3.15,17.5,279.99,0.76,1063.05,314.79,0.3332051416983822,0.9766553563213675,1581103.7862002277,735383.422761348,513409.43850628607,14204.021254547542,23317018.617036983,6006860.109117676,5549568.831952952,29727981.2734267,14389619.09585075,0.3956067372283678,
10000000.0,1082.93,21510839.89,3.15,17.5,279.99,0.93,1068.18,290.33,0.3775879163381503,0.9939970166308469,1581103.7862002277,735383.422761348,513409.43850628607,14204.021254547542,23317018.617036983,6006860.109117676,5549568.831952952,29727981.2734267,14389619.09585075,0.3956067372283678,
10000000.0,1340.98,24639601.37,3.65,15.29,167.9,0.76,1326.5,313.01,1.1762261351762704,2.038411096106118,1509056.6840585885,371618.3805936281,505462.0641928257,6431.057473855189,18398669.753624033,3379454.7129325992,3258625.364725082,21459940.099748388,10550429.980125349,0.548025279721272,
10000000.0,1340.98,24639601.37,3.65,15.29,167.9,0.92,1329.18,299.76,1.1663331406929272,2.0053039015290275,1509056.6840585885,371618.3805936281,505462.0641928257,6431.057473855189,18398669.753624033,3379454.7129325992,3258625.364725082,21459940.099748388,10550429.980125349,0.548025279721272,
10000000.0,1340.98,24639601.37,3.65,15.29,167.9,0.61,1336.42,283.38,0.5254635226190667,0.9572596132316039,1509056.6840585885,371618.3805936281,505462.0641928257,6431.057473855189,18398669.753624033,3379454.7129325992,3258625.364725082,21459940.099748388,10550429.980125349,0.548025279721272,
10000000.0,1340.98,24639601.37,3.65,15.29,167.9,1.03,1332.19,270.78,1.1680547213036978,1.9995129185961251,1509056.6840585885,371618.3805936281,505462.0641928257,6431.057473855189,18398669.753624033,3379454.7129325992,3258625.364725082,21459940.099748388,10550429.980125349,0.548025279721272,
